actor_name,algorithm,completion_rate,crash_rate,evaluation_count,lap_target_rate,mean_progress,mean_return,median_progress,observation_type,root_identity,run_checksum,run_id,training_duration,training_interactions
large,a2c,1.0,0.0,1,1.0,1.000208869940073,196.28363477437887,1.000208869940073,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,359.94534769930397,2000000
large,a2c,0.0,1.0,1,0.0,0.18234426219181285,4.089195490158627,0.18234426219181285,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,45.20263570034149,250000
large,a2c,0.0,1.0,1,0.0,0.09590379254605674,0.7331101206221815,0.09590379254605674,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,54.675428900231054,300000
large,a2c,0.0,1.0,1,0.0,0.10583261281278716,1.5478493550721097,0.10583261281278716,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,64.27247750023162,350000
large,a2c,0.0,1.0,1,0.0,0.117538006359733,2.488408085366685,0.117538006359733,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,74.02384530031122,400000
large,a2c,0.0,1.0,1,0.0,0.18027267526959234,7.943925233644837,0.18027267526959234,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,83.67782840034488,450000
large,a2c,0.0,1.0,1,0.0,0.06728971962616812,-4.569574935662858,0.06728971962616812,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,9.143613699958223,50000
large,a2c,0.0,1.0,1,0.0,0.18119601222127207,7.8320451620639435,0.18119601222127207,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,93.07190400033869,500000
large,a2c,0.0,1.0,1,0.0,0.18878504672897176,7.657521600951558,0.18878504672897176,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,102.59731560026557,550000
large,a2c,0.0,1.0,1,0.0,0.2168341059308504,8.39336294695775,0.2168341059308504,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,111.82415269995181,600000
large,a2c,0.0,1.0,1,0.0,0.497518570708602,29.80722083777203,0.497518570708602,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,120.51916819975668,650000
large,a2c,0.0,1.0,1,0.0,0.20102807187245503,8.733457943925258,0.20102807187245503,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,130.11621419963922,700000
large,a2c,0.0,1.0,1,0.0,0.5355140186915878,33.639465523387756,0.5355140186915878,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,139.3595050996846,750000
large,a2c,1.0,0.0,1,1.0,1.0000824881609094,205.55214802963053,1.0000824881609094,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,148.3383197997755,800000
large,a2c,0.0,1.0,1,0.0,0.5349597375796581,33.54264714953655,0.5349597375796581,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,157.31993839984716,850000
large,a2c,0.0,1.0,1,0.0,0.5368026627703577,32.6109788707759,0.5368026627703577,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,166.2076694000607,900000
large,a2c,1.0,0.0,1,1.0,1.0002527182634664,204.84953919350318,1.0002527182634664,frenet,1,cc51518428702630c8f569ab7d1df3225dbe0d40fc30512b3a631d1c552e5082,a2c-large-frenet-seed-1,174.9642417000141,950000
large,a2c,0.0,1.0,1,0.0,0.20108326602075255,6.793856351706836,0.20108326602075255,frenet,2,036b9ec86e6bfd5e7830896fcfe5cbfdfb97f629e8aa21f2a84847ac94fe9c16,a2c-large-frenet-seed-2,17.545926899892947,100000
large,a2c,1.0,0.0,1,1.0,1.0002084556342488,197.40769104426028,1.0002084556342488,frenet,2,036b9ec86e6bfd5e7830896fcfe5cbfdfb97f629e8aa21f2a84847ac94fe9c16,a2c-large-frenet-seed-2,165.94335000080537,1000000
large,a2c,0.0,1.0,1,0.0,0.6846493083557638,41.946678649493094,0.6846493083557638,frenet,2,036b9ec86e6bfd5e7830896fcfe5cbfdfb97f629e8aa21f2a84847ac94fe9c16,a2c-large-frenet-seed-2,173.99058460065862,1050000
large,a2c,1.0,0.0,1,1.0,1.0001555260748072,200.13083401782842,1.0001555260748072,frenet,2,036b9ec86e6bfd5e7830896fcfe5cbfdfb97f629e8aa21f2a84847ac94fe9c16,a2c-large-frenet-seed-2,182.11137500082987,1100000
large,a2c,1.0,0.0,1,1.0,1.0001042175638744,196.9991055241819,1.0001042175638744,frenet,2,036b9ec86e6bfd5e7830896fcfe5cbfdfb97f629e8aa21f2a84847ac94fe9c16,a2c-large-frenet-seed-2,190.08203720082747,1150000
large,a2c,1.0,0.0,1,1.0,1.0002503392771136,197.94255763575114,1.0002503392771136,frenet,2,036b9ec86e6bfd5e7830896fcfe5cbfdfb97f629e8aa21f2a84847ac94fe9c16,a2c-large-frenet-seed-2,198.148234700795,1200000
large,a2c,1.0,0.0,1,1.0,1.0003276017795062,201.76409337060156,1.0003276017795062,frenet,2,036b9ec86e6bfd5e7830896fcfe5cbfdfb97f629e8aa21f2a84847ac94fe9c16,a2c-large-frenet-seed-2,206.22551130059583,1250000
large,a2c,1.0,0.0,1,1.0,1.0001617274641659,203.18653434882475,1.0001617274641659,frenet,2,036b9ec86e6bfd5e7830896fcfe5cbfdfb97f629e8aa21f2a84847ac94fe9c16,a2c-large-frenet-seed-2,214.26080380044732,1300000
large,a2c,1.0,0.0,1,1.0,1.0001056142665459,203.47143319998048,1.0001056142665459,frenet,2,036b9ec86e6bfd5e7830896fcfe5cbfdfb97f629e8aa21f2a84847ac94fe9c16,a2c-large-frenet-seed-2,222.27135700008512,1350000
large,a2c,1.0,0.0,1,1.0,1.0000976260236898,208.35575387468097,1.0000976260236898,frenet,2,036b9ec86e6bfd5e7830896fcfe5cbfdfb97f629e8aa21f2a84847ac94fe9c16,a2c-large-frenet-seed-2,230.30058500029554,1400000
large,a2c,0.0,1.0,1,0.0,0.48550567550990076,29.618366354813446,0.48550567550990076,frenet,2,036b9ec86e6bfd5e7830896fcfe5cbfdfb97f629e8aa21f2a84847ac94fe9c16,a2c-large-frenet-seed-2,238.59001020039068,1450000
large,a2c,0.0,1.0,1,0.0,0.09554728475329165,0.49981380148197196,0.09554728475329165,frenet,2,036b9ec86e6bfd5e7830896fcfe5cbfdfb97f629e8aa21f2a84847ac94fe9c16,a2c-large-frenet-seed-2,26.111356500190595,150000
large,a2c,1.0,0.0,1,1.0,1.0001527147387468,210.2351990083889,1.0001527147387468,frenet,2,036b9ec86e6bfd5e7830896fcfe5cbfdfb97f629e8aa21f2a84847ac94fe9c16,a2c-large-frenet-seed-2,246.61962150041654,1500000
large,a2c,1.0,0.0,1,1.0,1.0000935247640788,211.18849835113014,1.0000935247640788,frenet,2,036b9ec86e6bfd5e7830896fcfe5cbfdfb97f629e8aa21f2a84847ac94fe9c16,a2c-large-frenet-seed-2,254.63560710037564,1550000
large,a2c,1.0,0.0,1,1.0,1.0001027353110463,209.51151512385718,1.0001027353110463,frenet,2,036b9ec86e6bfd5e7830896fcfe5cbfdfb97f629e8aa21f2a84847ac94fe9c16,a2c-large-frenet-seed-2,262.6998068003595,1600000
large,a2c,1.0,0.0,1,1.0,1.0003227963970138,211.24352115946542,1.0003227963970138,frenet,2,036b9ec86e6bfd5e7830896fcfe5cbfdfb97f629e8aa21f2a84847ac94fe9c16,a2c-large-frenet-seed-2,270.7022094003041,1650000
large,a2c,0.0,1.0,1,0.0,0.07850467289719573,-0.46281117539012495,0.07850467289719573,frenet,2,036b9ec86e6bfd5e7830896fcfe5cbfdfb97f629e8aa21f2a84847ac94fe9c16,a2c-large-frenet-seed-2,278.8538731003864,1700000
large,a2c,0.0,0.0,1,0.0,0.5364485981308407,13.644859813084175,0.5364485981308407,frenet,2,036b9ec86e6bfd5e7830896fcfe5cbfdfb97f629e8aa21f2a84847ac94fe9c16,a2c-large-frenet-seed-2,286.96145380055896,1750000
large,a2c,0.0,1.0,1,0.0,0.6704274667062875,42.05503165625746,0.6704274667062875,frenet,2,036b9ec86e6bfd5e7830896fcfe5cbfdfb97f629e8aa21f2a84847ac94fe9c16,a2c-large-frenet-seed-2,295.07231350068105,1800000
large,a2c,1.0,0.0,1,1.0,1.0000743776416146,202.85148183281464,1.0000743776416146,frenet,2,036b9ec86e6bfd5e7830896fcfe5cbfdfb97f629e8aa21f2a84847ac94fe9c16,a2c-large-frenet-seed-2,303.5724350006931,1850000
large,a2c,1.0,0.0,1,1.0,1.000162716315104,204.76705612044793,1.000162716315104,frenet,2,036b9ec86e6bfd5e7830896fcfe5cbfdfb97f629e8aa21f2a84847ac94fe9c16,a2c-large-frenet-seed-2,312.613135500771,1900000
large,a2c,1.0,0.0,1,1.0,1.0002567659189079,201.4310082935533,1.0002567659189079,frenet,2,036b9ec86e6bfd5e7830896fcfe5cbfdfb97f629e8aa21f2a84847ac94fe9c16,a2c-large-frenet-seed-2,321.067702300752,1950000
large,a2c,0.0,1.0,1,0.0,0.22072667135305904,9.380891592061449,0.22072667135305904,frenet,2,036b9ec86e6bfd5e7830896fcfe5cbfdfb97f629e8aa21f2a84847ac94fe9c16,a2c-large-frenet-seed-2,34.428155700261414,200000
large,a2c,1.0,0.0,1,1.0,1.0000809681399268,201.6678413867616,1.0000809681399268,frenet,2,036b9ec86e6bfd5e7830896fcfe5cbfdfb97f629e8aa21f2a84847ac94fe9c16,a2c-large-frenet-seed-2,329.39645300085976,2000000
large,a2c,1.0,0.0,1,1.0,1.000008225569278,209.86545331148474,1.000008225569278,frenet,2,036b9ec86e6bfd5e7830896fcfe5cbfdfb97f629e8aa21f2a84847ac94fe9c16,a2c-large-frenet-seed-2,42.76609590013322,250000
large,a2c,1.0,0.0,1,1.0,1.0002985162373865,205.8293708858679,1.0002985162373865,frenet,2,036b9ec86e6bfd5e7830896fcfe5cbfdfb97f629e8aa21f2a84847ac94fe9c16,a2c-large-frenet-seed-2,51.016145900179254,300000
large,a2c,0.0,1.0,1,0.0,0.5612388537751034,34.93006441611003,0.5612388537751034,frenet,2,036b9ec86e6bfd5e7830896fcfe5cbfdfb97f629e8aa21f2a84847ac94fe9c16,a2c-large-frenet-seed-2,59.288763800199376,350000
large,a2c,0.0,1.0,1,0.0,0.5070591040878707,29.989711262045752,0.5070591040878707,frenet,2,036b9ec86e6bfd5e7830896fcfe5cbfdfb97f629e8aa21f2a84847ac94fe9c16,a2c-large-frenet-seed-2,67.6922717001944,400000
large,a2c,1.0,0.0,1,1.0,1.0000560478496705,199.43199884706922,1.0000560478496705,frenet,2,036b9ec86e6bfd5e7830896fcfe5cbfdfb97f629e8aa21f2a84847ac94fe9c16,a2c-large-frenet-seed-2,75.92271080021601,450000
